GenomeA	GenomeB	Mean_AAI
Microbulbifer thermotolerans DAU221	Oleiphilus messinensis ME102	56.13
Microbulbifer thermotolerans DAU221	Pseudomonas guineae LMG 24016	56.63
Microbulbifer thermotolerans DAU221	Pseudomonas guangdongensis CCTCC 2012022	58.23
Microbulbifer thermotolerans DAU221	Gilvimarinus chinensis DSM 19667	59.27
Microbulbifer thermotolerans DAU221	Pseudomonas pachastrellae JCM 12285	57.19
Microbulbifer thermotolerans DAU221	Marinobacter zhejiangensis CGMCC 1.7061	56.59
Microbulbifer thermotolerans DAU221	Spongiibacter marinus DSM 19753	58.67
Microbulbifer thermotolerans DAU221	Acinetobacter bouvetii CIP 107468	52.88
Microbulbifer thermotolerans DAU221	Cellvibrio mixtus J3-8	58.66
Microbulbifer thermotolerans DAU221	Marinobacter lipolyticus SM19	56.71
Microbulbifer thermotolerans DAU221	Pseudomonas rhizosphaerae DSM 16299	56.08
Microbulbifer thermotolerans DAU221	Marinobacterium stanieri DSM 7027	57.12
Microbulbifer thermotolerans DAU221	Moraxella caprae DSM 19149	51.82
Microbulbifer thermotolerans DAU221	Hahella chejuensis KCTC 2396	55.87
Microbulbifer thermotolerans DAU221	Acinetobacter harbinensis HITLi 7	52.95
Microbulbifer thermotolerans DAU221	Saccharospirillum impatiens DSM 12546	55.48
Microbulbifer thermotolerans DAU221	Psychrobacter arcticus 273-4	51.97
Microbulbifer thermotolerans DAU221	Perlucidibaca aquatica BK296	55.61
Microbulbifer thermotolerans DAU221	Marinospirillum celere DSM 18438	56.49
Microbulbifer thermotolerans DAU221	Halomonas muralis DSM 14789	56.52
Microbulbifer thermotolerans DAU221	Halomonas campaniensis LS21	55.90
Microbulbifer thermotolerans DAU221	Pseudomonas taeanensis MS-3	56.47
Microbulbifer thermotolerans DAU221	Pseudomonas pohangensis DSM 17875	56.63
Microbulbifer thermotolerans DAU221	Alkanindiges illinoisensis DSM 15370	53.37
Microbulbifer thermotolerans DAU221	Acinetobacter qingfengensis ANC 4671	52.87
Microbulbifer thermotolerans DAU221	Acinetobacter baumannii AB030	52.83
Microbulbifer thermotolerans DAU221	Endozoicomonas atrinae WP70	56.27
Microbulbifer thermotolerans DAU221	Marinobacterium rhizophilum DSM 18822	57.28
Microbulbifer thermotolerans DAU221	Halomonas smyrnensis AAD6	56.40
Microbulbifer thermotolerans DAU221	Pseudomonas azotifigens DSM 17556	56.60
Microbulbifer thermotolerans DAU221	Neptunomonas qingdaonensis CGMCC 1.10971	56.64
Microbulbifer thermotolerans DAU221	Azotobacter vinelandii CA	57.20
Microbulbifer thermotolerans DAU221	Endozoicomonas montiporae CL-33	56.45
Microbulbifer thermotolerans DAU221	Marinobacter santoriniensis NKSG1	57.25
Microbulbifer thermotolerans DAU221	Moraxella oblonga NBRC 102422	51.73
Microbulbifer thermotolerans DAU221	Cellvibrio japonicus Ueda107	59.46
Microbulbifer thermotolerans DAU221	Microbulbifer agarilyticus GP101	73.15
Microbulbifer thermotolerans DAU221	Acinetobacter gyllenbergii NIPH 230	52.89
Microbulbifer thermotolerans DAU221	Acinetobacter boissieri ANC 4422	52.88
Microbulbifer thermotolerans DAU221	Bermanella marisrubri RED65	55.61
Microbulbifer thermotolerans DAU221	Marinomonas ushuaiensis DSM 15871	55.35
Microbulbifer thermotolerans DAU221	Pseudomonas marincola JCM 14761	56.11
Microbulbifer thermotolerans DAU221	Acinetobacter rudis DSM 24031	52.35
Microbulbifer thermotolerans DAU221	Pseudomonas litoralis 2SM5	56.85
Microbulbifer thermotolerans DAU221	Oceanicoccus sagamiensis NBRC 107125	57.98
Microbulbifer thermotolerans DAU221	Marinomonas posidonica IVIA-Po-181	55.32
Microbulbifer thermotolerans DAU221	Acinetobacter populi PBJ7	52.99
Microbulbifer thermotolerans DAU221	Moraxella nonliquefaciens CCUG 348	51.71
Microbulbifer thermotolerans DAU221	Congregibacter litoralis KT71	57.00
Microbulbifer thermotolerans DAU221	Halomonas zincidurans B6	56.58
Microbulbifer thermotolerans DAU221	Acinetobacter larvae BRTC-1	52.89
Microbulbifer thermotolerans DAU221	Pseudomonas hussainii JCM 19513	57.49
Microbulbifer thermotolerans DAU221	Pseudomonas caeni DSM 24390	56.39
Microbulbifer thermotolerans DAU221	Kushneria marisflavi SW32	54.81
Microbulbifer thermotolerans DAU221	Acinetobacter junii 65	53.03
Microbulbifer thermotolerans DAU221	Halomonas lutea DSM 23508	56.38
Microbulbifer thermotolerans DAU221	Halomonas saccharevitans CGMCC 1.6493	56.69
Microbulbifer thermotolerans DAU221	Haliea salexigens DSM 19537	58.09
Microbulbifer thermotolerans DAU221	Pseudomonas protegens CHA0	55.62
Microbulbifer thermotolerans DAU221	Alcanivorax borkumensis SK2	56.64
Microbulbifer thermotolerans DAU221	Halioglobus pacificus RR3-57	57.24
Microbulbifer thermotolerans DAU221	Marinomonas atlantica Cmf 18.22	55.01
Microbulbifer thermotolerans DAU221	Chromohalobacter salexigens DSM 3043	56.25
Microbulbifer thermotolerans DAU221	Pseudomonas aestusnigri VGXO14	57.17
Microbulbifer thermotolerans DAU221	Halomonas subterranea CGMCC 1.6495	56.07
Microbulbifer thermotolerans DAU221	Halomonas desiderata SP1	56.34
Microbulbifer thermotolerans DAU221	Gilvimarinus agarilyticus JEA5	59.47
Microbulbifer thermotolerans DAU221	Pseudomonas psychrotolerans PRS08-11306	56.08
Microbulbifer thermotolerans DAU221	Chromohalobacter japonicus CJ	56.19
Microbulbifer thermotolerans DAU221	Marinobacter excellens HL-55	56.45
Microbulbifer thermotolerans DAU221	Moraxella lincolnii CCUG 9405	52.09
Microbulbifer thermotolerans DAU221	Acinetobacter gerneri CIP 107464	52.43
Microbulbifer thermotolerans DAU221	Saccharophagus degradans 2-40	58.70
Microbulbifer thermotolerans DAU221	Halioglobus japonicus NBRC 107739	57.69
Microbulbifer thermotolerans DAU221	Halomonas utahensis P-halo	55.78
Microbulbifer thermotolerans DAU221	Gynuella sunshinyii YC6258	55.19
Microbulbifer thermotolerans DAU221	Pseudomonas pelagia CL-AP6	56.59
Microbulbifer thermotolerans DAU221	Halomonas jeotgali Hwa	56.42
Microbulbifer thermotolerans DAU221	Microbulbifer variabilis ATCC 700307	75.66
Microbulbifer thermotolerans DAU221	Amphritea japonica JAMM 1866	57.04
Microbulbifer thermotolerans DAU221	Aidingimonas halophila DSM 19219	56.07
Microbulbifer thermotolerans DAU221	Psychrobacter urativorans R10.10B	51.80
Microbulbifer thermotolerans DAU221	Endozoicomonas numazuensis DSM 25634	56.09
Microbulbifer thermotolerans DAU221	Moraxella porci CCUG 54912	52.37
Microbulbifer thermotolerans DAU221	Oceanobacter kriegii DSM 6294	55.48
Microbulbifer thermotolerans DAU221	Pseudomonas fluorescens F113	55.90
Microbulbifer thermotolerans DAU221	Pseudomonas indica NBRC 103045	56.64
Microbulbifer thermotolerans DAU221	Pseudomonas balearica DSM6083 (=SP1402)	56.91
Microbulbifer thermotolerans DAU221	Acinetobacter bohemicus ANC 3994	52.74
Microbulbifer thermotolerans DAU221	Pseudomonas anguilliseptica DSM 12111	56.65
Microbulbifer thermotolerans DAU221	Marinomonas fungiae JCM 18476	55.49
Microbulbifer thermotolerans DAU221	Azotobacter chroococcum NCIMB 8003	57.20
Microbulbifer thermotolerans DAU221	Acinetobacter celticus ANC 4603	52.62
Microbulbifer thermotolerans DAU221	Halomonas halodenitrificans DSM 735	56.69
Microbulbifer thermotolerans DAU221	Moraxella osloensis CCUG 350	52.05
Microbulbifer thermotolerans DAU221	Zymobacter palmae DSM 10491	54.95
Microbulbifer thermotolerans DAU221	Acinetobacter equi 114	53.15
Microbulbifer thermotolerans DAU221	Marinobacter hydrocarbonoclasticus ATCC 49840	56.70
Microbulbifer thermotolerans DAU221	Pseudomonas borbori DSM 17834	56.55
Microbulbifer thermotolerans DAU221	Marinagarivorans algicola Z1	58.05
Microbulbifer thermotolerans DAU221	Acinetobacter beijerinckii CIP 110307	52.87
Microbulbifer thermotolerans DAU221	Halomonas shengliensis CGMCC 1.6444	57.03
Microbulbifer thermotolerans DAU221	Marinobacter segnicrescens CGMCC 1.6489	57.16
Microbulbifer thermotolerans DAU221	Alcanivorax hongdengensis A-11-3	56.82
Microbulbifer thermotolerans DAU221	Moraxella ovis 199/55	52.32
Microbulbifer thermotolerans DAU221	Carnimonas nigrificans ATCC BAA-78	54.67
Microbulbifer thermotolerans DAU221	Pseudomonas mendocina ymp	56.67
Microbulbifer thermotolerans DAU221	Acinetobacter nectaris CIP 110549	52.51
Microbulbifer thermotolerans DAU221	Marinobacter adhaerens HP15	56.79
Microbulbifer thermotolerans DAU221	Pseudomonas kuykendallii NRRL B-59562	56.31
Microbulbifer thermotolerans DAU221	Halomonas halocynthiae DSM 14573	56.16
Microbulbifer thermotolerans DAU221	Acinetobacter towneri CIP 107472	53.33
Microbulbifer thermotolerans DAU221	Halomonas pantelleriensis AAP	56.38
Microbulbifer thermotolerans DAU221	Marinimicrobium agarilyticum DSM 16975	59.95
Microbulbifer thermotolerans DAU221	Acinetobacter soli GFJ2	53.07
Microbulbifer thermotolerans DAU221	Alcanivorax jadensis T9	56.55
Microbulbifer thermotolerans DAU221	Pseudomonas otitidis DSM 17224	56.47
Microbulbifer thermotolerans DAU221	Kushneria aurantia DSM 21353	54.94
Microbulbifer thermotolerans DAU221	Acinetobacter defluvii WCHA30	52.84
Microbulbifer thermotolerans DAU221	Marinomonas aquimarina CECT 5080	55.69
Microbulbifer thermotolerans DAU221	Marinobacter salarius R9SW1	56.52
Microbulbifer thermotolerans DAU221	Microbulbifer marinus CGMCC 1.10657	81.32
Microbulbifer thermotolerans DAU221	Moraxella cuniculi DSM 21768	52.02
Microbulbifer thermotolerans DAU221	Pseudomonas fuscovaginae LMG 2158	55.77
Microbulbifer thermotolerans DAU221	Acinetobacter radioresistens CIP 103788	53.01
Microbulbifer thermotolerans DAU221	Oblitimonas alkaliphila B4199	57.11
Microbulbifer thermotolerans DAU221	Hahella ganghwensis DSM 17046	56.09
Microbulbifer thermotolerans DAU221	Pseudomonas sagittaria JCM 18195	57.66
Microbulbifer thermotolerans DAU221	Halomonas boliviensis LC1	55.99
Microbulbifer thermotolerans DAU221	Ventosimonas gracilis CV58	56.41
Microbulbifer thermotolerans DAU221	Halomonas salina B6	56.80
Microbulbifer thermotolerans DAU221	Marinobacter subterrani JG233	56.60
Microbulbifer thermotolerans DAU221	Moraxella catarrhalis BBH18	51.79
Microbulbifer thermotolerans DAU221	Mangrovitalea sediminis M11-4	56.90
Microbulbifer thermotolerans DAU221	Halomonas daqiaonensis CGMCC 1.9150	56.92
Microbulbifer thermotolerans DAU221	Acinetobacter parvus CIP 108168	53.35
Microbulbifer thermotolerans DAU221	Neptunomonas phycophila CECT 8716	56.24
Microbulbifer thermotolerans DAU221	Pseudomonas oryzae KCTC 32247	57.75
Microbulbifer thermotolerans DAU221	Halomonas xinjiangensis TRM 0175	56.65
Microbulbifer thermotolerans DAU221	Dasania marina DSM 21967	57.54
Microbulbifer thermotolerans DAU221	Halomonas taeanensis BH539	56.43
Microbulbifer thermotolerans DAU221	Teredinibacter turnerae T7901	58.63
Microbulbifer thermotolerans DAU221	Marinobacterium profundum PAMC 27536	57.14
Microbulbifer thermotolerans DAU221	Marinomonas mediterranea MMB-1	54.86
Microbulbifer thermotolerans DAU221	Pseudomonas resinovorans NBRC 106553	56.49
Microbulbifer thermotolerans DAU221	Acinetobacter indicus CIP 110367	53.12
Microbulbifer thermotolerans DAU221	Pseudomonas fulva 12-X	56.04
Microbulbifer thermotolerans DAU221	Tamilnaduibacter salinus DSM 28688	57.24
Microbulbifer thermotolerans DAU221	Terasakiispira papahanaumokuakeensis PH27A	56.21
Microbulbifer thermotolerans DAU221	Nitrincola lacisaponensis 4CA	57.07
Microbulbifer thermotolerans DAU221	Psychrobacter phenylpyruvicus DSM 7000	52.50
Microbulbifer thermotolerans DAU221	Neptuniibacter caesariensis MED92	56.77
Microbulbifer thermotolerans DAU221	Marinobacter antarcticus CGMCC 1.10835	56.34
Microbulbifer thermotolerans DAU221	Acinetobacter apis ANC 5114	52.81
Microbulbifer thermotolerans DAU221	Cobetia crustatorum JO1	55.70
Microbulbifer thermotolerans DAU221	Acinetobacter schindleri ACE	52.87
Microbulbifer thermotolerans DAU221	Halomonas cupida DSM 4740	55.89
Microbulbifer thermotolerans DAU221	Spongiibacter tropicus DSM 19543	58.69
Microbulbifer thermotolerans DAU221	Neptuniibacter marinus ATR 1.1	57.08
Microbulbifer thermotolerans DAU221	Psychrobacter pacificensis DSM 23406	52.12
Microbulbifer thermotolerans DAU221	Pseudomonas xinjiangensis NRRL B-51270	57.08
Microbulbifer thermotolerans DAU221	Marinobacterium georgiense DSM 11526	57.30
Microbulbifer thermotolerans DAU221	Acinetobacter johnsonii XBB1	52.74
Microbulbifer thermotolerans DAU221	Marinobacterium jannaschii DSM 6295	57.18
Microbulbifer thermotolerans DAU221	Halomonas anticariensis FP35	56.50
Microbulbifer thermotolerans DAU221	Pseudomonas sabulinigri JCM 14963	56.79
Microbulbifer thermotolerans DAU221	Pseudohaliea rubra DSM 19751	58.33
Microbulbifer thermotolerans DAU221	Pseudomonas saudimassiliensis 12M76 air	57.14
Microbulbifer thermotolerans DAU221	Marinomonas profundimaris D104	54.89
Microbulbifer thermotolerans DAU221	Halotalea alkalilenta IHB B 13600	54.73
Microbulbifer thermotolerans DAU221	Perlucidibaca piscinae DSM 21586	56.29
Microbulbifer thermotolerans DAU221	Alcanivorax pacificus W11-5	57.07
Microbulbifer thermotolerans DAU221	Marinobacter salinus Hb8	56.67
Microbulbifer thermotolerans DAU221	Kangiella sediminilitoris KCTC 23892	54.16
Microbulbifer thermotolerans DAU221	Pseudomonas zeshuii KACC 15471	56.19
Microbulbifer thermotolerans DAU221	Alcanivorax dieselolei B5	56.69
Microbulbifer thermotolerans DAU221	Psychrobacter alimentarius PAMC 27889	51.61
Microbulbifer thermotolerans DAU221	Marinobacter persicus IBRC-M 10445	57.39
Microbulbifer thermotolerans DAU221	Marinomonas polaris DSM 16579	54.85
Microbulbifer thermotolerans DAU221	Pseudomonas formosensis JCM 18415	57.29
Microbulbifer thermotolerans DAU221	Halomonas elongata HEK1	56.66
Microbulbifer thermotolerans DAU221	Rugamonas rubra ATCC 43154	51.00
Microbulbifer thermotolerans DAU221	Halomonas aestuarii Hb3	56.61
Acinetobacter brisouii CIP 110357	Halomonas gudaonensis CGMCC 1.6133	52.38
Acinetobacter brisouii CIP 110357	Halomonas subglaciescola ACAM 12	52.56
Acinetobacter brisouii CIP 110357	Salinicola socius SMB35	52.41
Acinetobacter brisouii CIP 110357	Marinomonas spartinae CECT 8886	52.20
Acinetobacter brisouii CIP 110357	Oceanospirillum beijerinckii DSM 7166	52.94
Acinetobacter brisouii CIP 110357	Halomonas huangheensis BJGMM-B45	52.34
Acinetobacter brisouii CIP 110357	Halomonas ilicicola DSM 19980	52.33
Acinetobacter brisouii CIP 110357	Microbulbifer yueqingensis CGMCC 1.10658	52.81
Acinetobacter brisouii CIP 110357	Oceanospirillum maris DSM 6286	53.50
Acinetobacter brisouii CIP 110357	Pseudomonas citronellolis SJTE-3	53.98
Acinetobacter brisouii CIP 110357	Moraxella caviae CCUG 355	57.59
Acinetobacter brisouii CIP 110357	Acinetobacter guillouiae NIPH 991	73.14
Acinetobacter brisouii CIP 110357	Marinobacter nanhaiticus D15-8W	52.22
Acinetobacter brisouii CIP 110357	Pseudomonas monteilii USDA-ARS-USMARC-56711	53.69
Acinetobacter brisouii CIP 110357	Neptunomonas antarctica S3-22	52.39
Acinetobacter brisouii CIP 110357	Alcanivorax nanhaiticus 19-m-6	53.01
Acinetobacter brisouii CIP 110357	Amphritea atlantica DSM 18887	52.99
Acinetobacter brisouii CIP 110357	Oleibacter marinus DSM 24913	52.92
Acinetobacter brisouii CIP 110357	Kushneria avicenniae DSM 23439	51.91
Acinetobacter brisouii CIP 110357	Pseudomonas jinjuensis JCM 21621	53.75
Acinetobacter brisouii CIP 110357	Moraxella atlantae NBRC 14588	57.61
Acinetobacter brisouii CIP 110357	Acinetobacter ursingii CIP 107286	74.20
Acinetobacter brisouii CIP 110357	Nitrincola nitratireducens AK23	53.27
Acinetobacter brisouii CIP 110357	Marinospirillum alkaliphilum DSM 21637	53.78
Acinetobacter brisouii CIP 110357	Marinobacter nitratireducens AK21	53.15
Acinetobacter brisouii CIP 110357	Marinobacter mobilis CGMCC 1.7059	52.94
Acinetobacter brisouii CIP 110357	Microbulbifer mangrovi DD-13	52.75
Acinetobacter brisouii CIP 110357	Cobetia marina JCM 21022	52.53
Acinetobacter brisouii CIP 110357	Simiduia agarivorans SA1 = DSM 21679	52.85
Acinetobacter brisouii CIP 110357	Pseudomonas salegens CECT 8338	53.70
Acinetobacter brisouii CIP 110357	Pseudomonas stutzeri CGMCC 1.1803	53.59
Acinetobacter brisouii CIP 110357	Pseudomonas nitroreducens NBRC 12694	53.59
Acinetobacter brisouii CIP 110357	Acinetobacter tandoii CIP 107469	74.06
Acinetobacter brisouii CIP 110357	Oleiphilus messinensis ME102	52.65
Acinetobacter brisouii CIP 110357	Pseudomonas guineae LMG 24016	54.00
Acinetobacter brisouii CIP 110357	Pseudomonas guangdongensis CCTCC 2012022	54.43
Acinetobacter brisouii CIP 110357	Gilvimarinus chinensis DSM 19667	52.50
Acinetobacter brisouii CIP 110357	Pseudomonas pachastrellae JCM 12285	54.11
Acinetobacter brisouii CIP 110357	Marinobacter zhejiangensis CGMCC 1.7061	53.07
Acinetobacter brisouii CIP 110357	Spongiibacter marinus DSM 19753	53.00
Acinetobacter brisouii CIP 110357	Acinetobacter bouvetii CIP 107468	73.39
Acinetobacter brisouii CIP 110357	Cellvibrio mixtus J3-8	53.25
Acinetobacter brisouii CIP 110357	Marinobacter lipolyticus SM19	52.93
Acinetobacter brisouii CIP 110357	Pseudomonas rhizosphaerae DSM 16299	54.07
Acinetobacter brisouii CIP 110357	Marinobacterium stanieri DSM 7027	53.16
Acinetobacter brisouii CIP 110357	Moraxella caprae DSM 19149	57.06
Acinetobacter brisouii CIP 110357	Hahella chejuensis KCTC 2396	52.27
Acinetobacter brisouii CIP 110357	Acinetobacter harbinensis HITLi 7	73.12
Acinetobacter brisouii CIP 110357	Saccharospirillum impatiens DSM 12546	52.20
Acinetobacter brisouii CIP 110357	Psychrobacter arcticus 273-4	56.72
Acinetobacter brisouii CIP 110357	Perlucidibaca aquatica BK296	56.93
Acinetobacter brisouii CIP 110357	Marinospirillum celere DSM 18438	53.49
Acinetobacter brisouii CIP 110357	Halomonas muralis DSM 14789	52.26
Acinetobacter brisouii CIP 110357	Halomonas campaniensis LS21	52.36
Acinetobacter brisouii CIP 110357	Pseudomonas taeanensis MS-3	53.97
Acinetobacter brisouii CIP 110357	Pseudomonas pohangensis DSM 17875	53.52
Acinetobacter brisouii CIP 110357	Alkanindiges illinoisensis DSM 15370	64.98
Acinetobacter brisouii CIP 110357	Acinetobacter qingfengensis ANC 4671	69.46
Acinetobacter brisouii CIP 110357	Acinetobacter baumannii AB030	74.60
Acinetobacter brisouii CIP 110357	Endozoicomonas atrinae WP70	52.73
Acinetobacter brisouii CIP 110357	Marinobacterium rhizophilum DSM 18822	52.77
Acinetobacter brisouii CIP 110357	Halomonas smyrnensis AAD6	52.52
Acinetobacter brisouii CIP 110357	Pseudomonas azotifigens DSM 17556	53.67
Acinetobacter brisouii CIP 110357	Neptunomonas qingdaonensis CGMCC 1.10971	53.10
Acinetobacter brisouii CIP 110357	Azotobacter vinelandii CA	54.54
Acinetobacter brisouii CIP 110357	Endozoicomonas montiporae CL-33	52.53
Acinetobacter brisouii CIP 110357	Marinobacter santoriniensis NKSG1	52.96
Acinetobacter brisouii CIP 110357	Moraxella oblonga NBRC 102422	57.24
Acinetobacter brisouii CIP 110357	Cellvibrio japonicus Ueda107	53.52
Acinetobacter brisouii CIP 110357	Microbulbifer agarilyticus GP101	52.73
Acinetobacter brisouii CIP 110357	Acinetobacter gyllenbergii NIPH 230	73.44
Acinetobacter brisouii CIP 110357	Acinetobacter boissieri ANC 4422	71.90
Acinetobacter brisouii CIP 110357	Bermanella marisrubri RED65	52.65
Acinetobacter brisouii CIP 110357	Marinomonas ushuaiensis DSM 15871	52.10
Acinetobacter brisouii CIP 110357	Pseudomonas marincola JCM 14761	54.09
Acinetobacter brisouii CIP 110357	Acinetobacter rudis DSM 24031	71.85
Acinetobacter brisouii CIP 110357	Pseudomonas litoralis 2SM5	54.10
Acinetobacter brisouii CIP 110357	Oceanicoccus sagamiensis NBRC 107125	53.08
Acinetobacter brisouii CIP 110357	Marinomonas posidonica IVIA-Po-181	52.34
Acinetobacter brisouii CIP 110357	Acinetobacter populi PBJ7	70.01
Acinetobacter brisouii CIP 110357	Moraxella nonliquefaciens CCUG 348	56.77
Acinetobacter brisouii CIP 110357	Congregibacter litoralis KT71	51.95
Acinetobacter brisouii CIP 110357	Halomonas zincidurans B6	52.60
Acinetobacter brisouii CIP 110357	Acinetobacter larvae BRTC-1	71.21
